x1,x2,x3,x4,t
14.250041,12.572559,36.340522,86.264373,20.730000
14.025558,11.221058,37.045613,88.304640,20.740000
13.691371,9.826507,37.510965,89.853324,20.750000
13.256075,8.435121,37.738329,90.878545,20.760000
12.731677,7.089029,37.740481,91.376059,20.770000
12.132735,5.823506,37.538987,91.366768,20.780000
11.475374,4.665281,37.161370,90.891875,20.790000
10.776288,3.631975,36.638160,90.006765,20.800000
10.051832,2.732530,36.000240,88.774720,20.810000
9.317282,1.968342,35.276743,87.261309,20.820000
8.586287,1.334807,34.493637,85.529959,20.830000
7.870537,0.822980,33.672954,83.638879,20.840000
7.179614,0.421139,32.832565,81.639252,20.850000
6.520992,0.116132,31.986361,79.574480,20.860000
5.900157,-0.105568,31.144679,77.480194,20.870000
5.320800,-0.257089,30.314859,75.384769,20.880000
4.785054,-0.350649,29.501824,73.310120,20.890000
4.293741,-0.397250,28.708631,71.272630,20.900000
3.846623,-0.406543,27.936954,69.284067,20.910000
3.442635,-0.386800,27.187484,67.352462,20.920000
3.080090,-0.344967,26.460246,65.482877,20.930000
2.756858,-0.286764,25.754835,63.678082,20.940000
2.470526,-0.216810,25.070597,61.939104,20.950000
2.218517,-0.138754,24.406751,60.265695,20.960000
1.998192,-0.055414,23.762470,58.656697,20.970000
1.806933,0.031106,23.136937,57.110333,20.980000
1.642198,0.119293,22.529374,55.624439,20.990000
1.501570,0.208130,21.939058,54.196633,21.000000
1.382784,0.297003,21.365332,52.824449,21.010000
1.283748,0.385628,20.807600,51.505431,21.020000
1.202557,0.473987,20.265326,50.237198,21.030000
1.137495,0.562271,19.738031,49.017496,21.040000
1.087036,0.650845,19.225288,47.844222,21.050000
1.049841,0.740208,18.726712,46.715444,21.060000
1.024753,0.830969,18.241965,45.629411,21.070000
1.010784,0.923826,17.770744,44.584552,21.080000
1.007114,1.019553,17.312785,43.579475,21.090000
1.013075,1.118990,16.867862,42.612962,21.100000
1.028147,1.223037,16.435781,41.683960,21.110000
1.051948,1.332653,16.016392,40.791577,21.120000
1.084226,1.448856,15.609581,39.935073,21.130000
1.124852,1.572727,15.215284,39.113853,21.140000
1.173817,1.705414,14.833485,38.327462,21.150000
1.231224,1.848140,14.464227,37.575582,21.160000
1.297290,2.002212,14.107618,36.858030,21.170000
1.372334,2.169027,13.763846,36.174755,21.180000
1.456789,2.350085,13.433188,35.525845,21.190000
1.551191,2.546998,13.116028,34.911527,21.200000
1.656184,2.761503,12.812877,34.332179,21.210000
1.772525,2.995468,12.524393,33.788341,21.220000
1.901081,3.250907,12.251411,33.280733,21.230000
2.042837,3.529984,11.994976,32.810276,21.240000
2.198898,3.835021,11.756380,32.378119,21.250000
2.370492,4.168498,11.537209,31.985684,21.260000
2.558973,4.533053,11.339399,31.634711,21.270000
2.765824,4.931467,11.165299,31.327320,21.280000
2.992660,5.366647,11.017743,31.066094,21.290000
3.241222,5.841585,10.900138,30.854184,21.300000
3.513373,6.359312,10.816561,30.695432,21.310000
3.811084,6.922813,10.771867,30.594541,21.320000
4.136418,7.534917,10.771810,30.557278,21.330000
4.491497,8.198145,10.823165,30.590722,21.340000
4.878457,8.914507,10.933861,30.703577,21.350000
5.299387,9.685230,11.113097,30.906535,21.360000
5.756244,10.510411,11.371436,31.212706,21.370000
6.250735,11.388581,11.720862,31.638095,21.380000
6.784166,12.316167,12.174744,32.202107,21.390000
7.357253,13.286843,12.747694,32.928027,21.400000
7.969879,14.290799,13.455244,33.843394,21.410000
8.620804,15.313923,14.313279,34.980134,21.420000
9.307320,16.336990,15.337155,36.374248,21.430000
10.024872,17.334934,16.540435,38.064809,21.440000
10.766646,18.276361,17.933175,40.091932,21.450000
11.523183,19.123519,19.519784,42.493399,21.460000
12.282045,19.832973,21.296519,45.299678,21.470000
13.027633,20.357254,23.248851,48.527297,21.480000
13.741229,20.647702,25.349068,52.170945,21.490000
14.401370,20.658565,27.554662,56.195243,21.500000
14.984627,20.352153,29.808137,60.527831,21.510000
15.466834,19.704510,32.038857,65.055877,21.520000
15.824727,18.710661,34.167275,69.628231,21.530000
16.037859,17.388287,36.111446,74.064625,21.540000
16.090558,15.778714,37.795064,78.171789,21.550000
15.973639,13.944511,39.155712,81.764273,21.560000
15.685553,11.963772,40.151698,84.685973,21.570000
15.232754,9.921963,40.766066,86.827715,21.580000
14.629207,7.902915,41.006957,88.137137,21.590000
13.895111,5.980670,40.904461,88.619279,21.600000
13.055063,4.213592,40.504870,88.328806,21.610000
12.135985,2.641436,39.863729,87.356729,21.620000
11.165110,1.285297,39.039103,85.815143,21.630000
10.168265,0.149800,38.086088,83.823088,21.640000
9.168600,-0.773408,37.053077,81.495445,21.650000
8.185802,-1.501735,35.979833,78.935582,21.660000
7.235738,-2.057958,34.897048,76.231496,21.670000
6.330466,-2.467184,33.826947,73.454684,21.680000
5.478486,-2.754587,32.784498,70.660863,21.690000
4.685159,-2.943890,31.778849,67.891719,21.700000
3.953182,-3.056491,30.814763,65.177105,21.710000
3.283090,-3.111058,29.893875,62.537268,21.720000
2.673728,-3.123457,29.015737,59.984917,21.730000
2.122671,-3.106884,28.178620,57.526994,21.740000
1.626588,-3.072124,27.380105,55.166150,21.750000
1.181543,-3.027846,26.617491,52.901925,21.760000
0.783240,-2.980919,25.888069,50.731671,21.770000
0.427211,-2.936714,25.189284,48.651270,21.780000
0.108966,-2.899372,24.518825,46.655665,21.790000
-0.175903,-2.872051,23.874669,44.739262,21.800000
-0.431646,-2.857127,23.255085,42.896221,21.810000
-0.662306,-2.856380,22.658626,41.120657,21.820000
-0.871686,-2.871133,22.084108,39.406785,21.830000
-1.063335,-2.902382,21.530584,37.749006,21.840000
-1.240551,-2.950897,20.997325,36.141964,21.850000
-1.406379,-3.017300,20.483794,34.580565,21.860000
-1.563634,-3.102140,19.989634,33.059990,21.870000
-1.714910,-3.205939,19.514656,31.575674,21.880000
-1.862608,-3.329242,19.058827,30.123293,21.890000
-2.008951,-3.472643,18.622276,28.698729,21.900000
-2.156013,-3.636817,18.205290,27.298034,21.910000
-2.305740,-3.822532,17.808330,25.917395,21.920000
-2.459968,-4.030664,17.432034,24.553084,21.930000
-2.620450,-4.262205,17.077243,23.201418,21.940000
-2.788871,-4.518258,16.745019,21.858704,21.950000
-2.966865,-4.800035,16.436674,20.521187,21.960000
-3.156033,-5.108845,16.153799,19.184990,21.970000
-3.357949,-5.446070,15.898305,17.846050,21.980000
-3.574174,-5.813142,15.672463,16.500043,21.990000
-3.806256,-6.211498,15.478949,15.142301,22.000000
-4.055731,-6.642528,15.320896,13.767719,22.010000
-4.324117,-7.107505,15.201946,12.370646,22.020000
-4.612896,-7.607494,15.126300,10.944761,22.030000
-4.923500,-8.143237,15.098773,9.482935,22.040000
-5.257273,-8.715011,15.124832,7.977072,22.050000
-5.615425,-9.322454,15.210623,6.417947,22.060000
-5.998981,-9.964346,15.362979,4.795028,22.070000
-6.408698,-10.638365,15.589379,3.096307,22.080000
-6.844977,-11.340793,15.897871,1.308158,22.090000
-7.307746,-12.066191,16.296907,-0.584749,22.100000
-7.796323,-12.807051,16.795100,-2.599433,22.110000
-8.309266,-13.553443,17.400845,-4.754426,22.120000
-8.844190,-14.292695,18.121812,-7.069356,22.130000
-9.397593,-15.009143,18.964272,-9.564201,22.140000
-9.964661,-15.684025,19.932254,-12.258109,22.150000
-10.539110,-16.295590,21.026555,-15.167710,22.160000
-11.113052,-16.819521,22.243643,-18.304859,22.170000
-11.676945,-17.229736,23.574543,-21.673864,22.180000
-12.219635,-17.499658,25.003852,-25.268338,22.190000
-12.728545,-17.603939,26.509055,-29.068016,22.200000
-13.190028,-17.520599,28.060360,-33.036034,22.210000
-13.589902,-17.233386,29.621254,-37.117304,22.220000
-13.914160,-16.734107,31.149928,-41.238683,22.230000
-14.149818,-16.024543,32.601583,-45.311458,22.240000
-14.285831,-15.117587,33.931488,-49.236367,22.250000
-14.313973,-14.037259,35.098441,-52.910819,22.260000
-14.229583,-12.817453,36.068182,-56.237461,22.270000
-14.032047,-11.499481,36.816210,-59.132778,22.280000
-13.724968,-10.128722,37.329558,-61.534299,22.290000
-13.315971,-8.750879,37.607249,-63.405222,22.300000
-12.816172,-7.408413,37.659430,-64.735810,22.310000
-12.239394,-6.137639,37.505400,-65.541638,22.320000
-11.601219,-4.966831,37.170953,-65.859333,22.330000
-10.918014,-3.915419,36.685502,-65.740836,22.340000
-10.206013,-2.994191,36.079401,-65.247251,22.350000
-9.480551,-2.206258,35.381762,-64.443182,22.360000
-8.755485,-1.548474,34.618903,-63.392117,22.370000
-8.042817,-1.013044,33.813451,-62.153102,22.380000
-7.352502,-0.589087,32.983997,-60.778682,22.390000
-6.692421,-0.263999,32.145182,-59.313919,22.400000
-6.068466,-0.024565,31.308058,-57.796221,22.410000
-5.484719,0.142226,30.480604,-56.255739,22.420000
-4.943665,0.248608,29.668285,-54.716073,22.430000
-4.446443,0.305699,28.874606,-53.195154,22.440000
-3.993087,0.323321,28.101595,-51.706140,22.450000
-3.582758,0.309948,27.350213,-50.258293,22.460000
-3.213955,0.272736,26.620688,-48.857754,22.470000
-2.884697,0.217614,25.912768,-47.508227,22.480000
-2.592686,0.149395,25.225903,-46.211557,22.490000
-2.335431,0.071904,24.559388,-44.968201,22.500000
-2.110357,-0.011889,23.912448,-43.777620,22.510000
-1.914886,-0.099746,23.284301,-42.638580,22.520000
-1.746507,-0.190046,22.674195,-41.549396,22.530000
-1.602816,-0.281683,22.081424,-40.508116,22.540000
-1.481555,-0.373974,21.505343,-39.512660,22.550000
-1.380633,-0.466585,20.945369,-38.560927,22.560000
-1.298141,-0.559462,20.400975,-37.650864,22.570000
-1.232356,-0.652779,19.871695,-36.780524,22.580000
-1.181747,-0.746891,19.357110,-35.948094,22.590000
-1.144968,-0.842304,18.856853,-35.151922,22.600000
-1.120857,-0.939643,18.370598,-34.390524,22.610000
-1.108425,-1.039631,17.898064,-33.662590,22.620000
-1.106852,-1.143077,17.439008,-32.966984,22.630000
-1.115475,-1.250864,16.993227,-32.302739,22.640000
-1.133783,-1.363943,16.560562,-31.669055,22.650000
-1.161407,-1.483332,16.140894,-31.065288,22.660000
-1.198112,-1.610114,15.734154,-30.490947,22.670000
-1.243793,-1.745443,15.340325,-29.945689,22.680000
-1.298468,-1.890548,14.959448,-29.429313,22.690000
-1.362274,-2.046738,14.591633,-28.941760,22.700000
-1.435464,-2.215413,14.237069,-28.483107,22.710000
-1.518405,-2.398070,13.896036,-28.053578,22.720000
-1.611576,-2.596316,13.568921,-27.653537,22.730000
-1.715569,-2.811874,13.256238,-27.283506,22.740000
-1.831091,-3.046597,12.958649,-26.944172,22.750000
-1.958964,-3.302470,12.676994,-26.636401,22.760000
-2.100126,-3.581626,12.412319,-26.361265,22.770000
-2.255637,-3.886344,12.165917,-26.120069,22.780000
-2.426682,-4.219053,11.939376,-25.914388,22.790000
-2.614569,-4.582325,11.734624,-25.746116,22.800000
-2.820733,-4.978867,11.553999,-25.617528,22.810000
-3.046737,-5.411497,11.400318,-25.531362,22.820000
-3.294266,-5.883106,11.276959,-25.490916,22.830000
-3.565123,-6.396605,11.187955,-25.500176,22.840000
-3.861213,-6.954845,11.138098,-25.563976,22.850000
-4.184523,-7.560507,11.133052,-25.688195,22.860000
-4.537094,-8.215952,11.179474,-25.880001,22.870000
-4.920972,-8.923015,11.285130,-26.148142,22.880000
-5.338149,-9.682747,11.459008,-26.503303,22.890000
-5.790475,-10.495074,11.711397,-26.958500,22.900000
-6.279545,-11.358373,12.053932,-27.529535,22.910000
-6.806555,-12.268954,12.499550,-28.235458,22.920000
-7.372108,-13.220447,13.062338,-29.099004,22.930000
-7.975988,-14.203094,13.757204,-30.146913,22.940000
-8.616875,-15.202987,14.599322,-31.410008,22.950000
-9.292021,-16.201307,15.603270,-32.922849,22.960000
-9.996881,-17.173654,16.781805,-34.722708,22.970000
-10.724734,-18.089614,18.144233,-36.847578,22.980000
-11.466309,-18.912770,19.694361,-39.332921,22.990000
-12.209487,-19.601380,21.428148,-42.206918,23.000000
-12.939133,-20.109974,23.331223,-45.484213,23.010000
-13.637148,-20.392064,25.376664,-49.158514,23.020000
-14.282837,-20.404026,27.523511,-53.194943,23.030000
-14.853653,-20.109946,29.716626,-57.523642,23.040000
-15.326368,-19.486940,31.888446,-62.036602,23.050000
-15.678618,-18.530068,33.962956,-66.589710,23.060000
-15.890715,-17.255795,35.861774,-71.011316,23.070000
-15.947498,-15.702967,37.511677,-75.117209,23.080000
-15.839954,-13.930643,38.852339,-78.729987,23.090000
-15.566322,-12.012838,39.842818,-81.699219,23.100000
-15.132476,-10.030962,40.465442,-83.918113,23.110000
-14.551493,-8.065379,40.726351,-85.333198,23.120000
-13.842485,-6.187678,40.652735,-85.945433,23.130000
-13.028889,-4.454973,40.287594,-85.803453,23.140000
-12.136518,-2.906920,39.683275,-84.991471,23.150000
-11.191635,-1.565443,38.895113,-83.615067,23.160000
-10.219303,-0.436603,37.976134,-81.787764,23.170000
-9.242136,0.486225,36.973388,-79.620267,23.180000
-8.279498,1.218691,35.925940,-77.213149,23.190000
-7.347129,1.781968,34.864300,-74.652823,23.200000
-6.457111,2.199809,33.810877,-72.010161,23.210000
-5.618084,2.496320,32.781047,-69.340934,23.220000
-4.835619,2.694429,31.784473,-66.687327,23.230000
-4.112670,2.814978,30.826458,-64.079935,23.240000
-3.450048,2.876274,29.909154,-61.539872,23.250000
-2.846872,2.893966,29.032571,-59.080727,23.260000
-2.300984,2.881143,28.195370,-56.710298,23.270000
-1.809296,2.848553,27.395449,-54.432025,23.280000
-1.368098,2.804875,26.630360,-52.246161,23.290000
-0.973293,2.757017,25.897585,-50.150696,23.300000
-0.620591,2.710397,25.194712,-48.142071,23.310000
-0.305656,2.669210,24.519530,-46.215722,23.320000
-0.024214,2.636662,23.870078,-44.366491,23.330000
0.227866,2.615172,23.244661,-42.588918,23.340000
0.454522,2.606548,22.641844,-40.877462,23.350000
0.659467,2.612134,22.060431,-39.226642,23.360000
0.846170,2.632934,21.499450,-37.631140,23.370000
1.017852,2.669711,20.958125,-36.085857,23.380000
1.177494,2.723077,20.435860,-34.585946,23.390000
1.327847,2.793551,19.932222,-33.126820,23.400000
1.471446,2.881625,19.446926,-31.704146,23.410000
1.610632,2.987800,18.979832,-30.313830,23.420000
1.747575,3.112627,18.530936,-28.951989,23.430000
1.884291,3.256729,18.100376,-27.614920,23.440000
2.022672,3.420826,17.688434,-26.299069,23.450000
2.164500,3.605748,17.295550,-25.000987,23.460000
2.311475,3.812445,16.922331,-23.717296,23.470000
2.465229,4.041995,16.569572,-22.444637,23.480000
2.627350,4.295600,16.238283,-21.179631,23.490000
2.799394,4.574588,15.929711,-19.918825,23.500000
2.982900,4.880395,15.645377,-18.658635,23.510000
3.179404,5.214557,15.387113,-17.395289,23.520000
3.390444,5.578677,15.157108,-16.124751,23.530000
3.617567,5.974394,14.957955,-14.842646,23.540000
3.862329,6.403333,14.792706,-13.544164,23.550000
4.126287,6.867041,14.664928,-12.223953,23.560000
4.410993,7.366904,14.578768,-10.875996,23.570000
4.717969,7.904036,14.539007,-9.493466,23.580000
5.048681,8.479146,14.551120,-8.068560,23.590000
5.404496,9.092362,14.621314,-6.592323,23.600000
5.786626,9.743024,14.756560,-5.054440,23.610000
6.196058,10.429428,14.964579,-3.443046,23.620000
6.633459,11.148528,15.253790,-1.744523,23.630000
7.099066,11.895592,15.633186,0.056641,23.640000
7.592543,12.663823,16.112121,1.977932,23.650000
8.112827,13.443962,16.699974,4.038731,23.660000
8.657938,14.223897,17.405665,6.260026,23.670000
9.224780,14.988327,18.237002,8.663795,23.680000
9.808933,15.718547,19.199828,11.271957,23.690000
10.404448,16.392432,20.296986,14.104765,23.700000
11.003685,16.984720,21.527129,17.178572,23.710000
11.597200,17.467701,22.883454,20.502941,23.720000
12.173737,17.812402,24.352491,24.077207,23.730000
12.720362,17.990309,25.913145,27.886795,23.740000
13.222768,17.975603,27.536228,31.899770,23.750000
13.665788,17.747764,29.184718,36.064335,23.760000
14.034113,17.294269,30.814976,40.308095,23.770000
14.313182,16.612999,32.378986,44.539797,23.780000
14.490198,15.713891,33.827548,48.653999,23.790000
14.555130,14.619427,35.114102,52.538515,23.800000
14.501620,13.363680,36.198683,56.083831,23.810000
14.327622,11.989916,37.051381,59.193084,23.820000
14.035710,10.547031,37.654739,61.790901,23.830000
13.632967,9.085357,38.004680,63.829569,23.840000
13.130491,7.652501,38.109879,65.291574,23.850000
12.542577,6.289834,37.989773,66.188379,23.860000
11.885692,5.030071,37.671653,66.556071,23.870000
11.177380,3.896129,37.187403,66.449039,23.880000
10.435219,2.901168,36.570378,65.932961,23.890000
9.675932,2.049580,35.852819,65.078216,23.900000
8.914706,1.338556,35.063983,63.954443,23.910000
8.164742,0.759900,34.229043,62.626601,23.920000
7.437017,0.301827,33.368642,61.152502,23.930000
6.740231,-0.049468,32.498959,59.581627,23.940000
6.080900,-0.308530,31.632115,57.954910,23.950000
5.463539,-0.489699,30.776759,56.305170,23.960000
4.890905,-0.606462,29.938714,54.657928,23.970000
4.364268,-0.671059,29.121607,53.032407,23.980000
3.883681,-0.694291,28.327429,51.442560,23.990000
3.448235,-0.685459,27.557003,49.898053,24.000000
3.056297,-0.652413,26.810358,48.405144,24.010000
2.705704,-0.601645,26.087017,46.967447,24.020000
2.393946,-0.538430,25.386201,45.586568,24.030000
2.118300,-0.466968,24.706984,44.262629,24.040000
1.875948,-0.390531,24.048384,42.994694,24.050000
1.664071,-0.311609,23.409434,41.781098,24.060000
1.479911,-0.232032,22.789214,40.619710,24.070000
1.320826,-0.153089,22.186870,39.508128,24.080000
1.184326,-0.075626,21.601623,38.443830,24.090000
1.068095,-0.000134,21.032769,37.424279,24.100000
0.970004,0.073181,20.479671,36.447005,24.110000
0.888119,0.144334,19.941758,35.509652,24.120000
0.820700,0.213515,19.418510,34.610015,24.130000
0.766197,0.281046,18.909459,33.746059,24.140000
0.723245,0.347352,18.414176,32.915926,24.150000
0.690650,0.412935,17.932269,32.117938,24.160000
0.667386,0.478354,17.463377,31.350595,24.170000
0.652577,0.544215,17.007167,30.612563,24.180000
0.645493,0.611162,16.563333,29.902671,24.190000
0.645533,0.679867,16.131589,29.219895,24.200000
0.652220,0.751032,15.711675,28.563351,24.210000
0.665192,0.825388,15.303354,27.932284,24.220000
0.684191,0.903698,14.906410,27.326061,24.230000
0.709057,0.986756,14.520652,26.744155,24.240000
0.739724,1.075401,14.145918,26.186149,24.250000
0.776214,1.170515,13.782074,25.651720,24.260000
0.818633,1.273036,13.429018,25.140639,24.270000
0.867171,1.383965,13.086689,24.652767,24.280000
0.922095,1.504375,12.755066,24.188052,24.290000
0.983757,1.635423,12.434182,23.746532,24.300000
1.052586,1.778360,12.124128,23.328330,24.310000
1.129097,1.934542,11.825066,22.933663,24.320000
1.213889,2.105443,11.537241,22.562844,24.330000
1.307653,2.292671,11.260995,22.216288,24.340000
1.411170,2.497975,10.996790,21.894527,24.350000
1.525325,2.723263,10.745227,21.598216,24.360000
1.651105,2.970614,10.507076,21.328156,24.370000
1.789613,3.242289,10.283307,21.085316,24.380000
1.942068,3.540739,10.075130,20.870859,24.390000
2.109818,3.868618,9.884047,20.686180,24.400000
2.294344,4.228779,9.711902,20.532959,24.410000
2.497269,4.624276,9.560954,20.413217,24.420000
2.720359,5.058347,9.433954,20.329399,24.430000
2.965529,5.534391,9.334241,20.284477,24.440000
3.234842,6.055921,9.265849,20.282083,24.450000
3.530502,6.626499,9.233630,20.326675,24.460000
3.854838,7.249632,9.243400,20.423760,24.470000
4.210286,7.928632,9.302084,20.580158,24.480000
4.599346,8.666411,9.417890,20.804350,24.490000
5.024530,9.465220,9.600467,21.106893,24.500000
5.488276,10.326282,9.861060,21.500928,24.510000
5.992839,11.249334,10.212629,22.002773,24.520000
6.540141,12.232038,10.669899,22.632583,24.530000
7.131569,13.269257,11.249298,23.415052,24.540000
7.767717,14.352187,11.968719,24.380060,24.550000
8.448070,15.467376,12.847017,25.563144,24.560000
9.170615,16.595662,13.903162,27.005563,24.570000
9.931386,17.711143,15.154919,28.753659,24.580000
10.723970,18.780344,16.616984,30.857088,24.590000
11.538994,19.761815,18.298519,33.365466,24.600000
12.363655,20.606495,20.200130,36.322948,24.610000
13.181390,21.259216,22.310494,39.760522,24.620000
13.971778,21.661679,24.603050,43.686194,24.630000
14.710826,21.757131,27.033417,48.074046,24.640000
15.371745,21.496613,29.538389,52.854085,24.650000
15.926306,20.846193,32.037415,57.905739,24.660000
16.346755,19.794070,34.437197,63.058188,24.670000
16.608157,18.355973,36.639473,68.100015,24.680000
16.690881,16.577249,38.551153,72.798633,24.690000
16.582832,14.530503,40.095120,76.926935,24.700000
16.281034,12.308668,41.219452,80.291849,24.710000
15.792205,10.014630,41.902999,82.758165,24.720000
15.132224,7.749510,42.156095,84.262097,24.730000
14.324554,5.602041,42.016483,84.812121,24.740000
13.397950,3.641011,41.541748,84.478418,24.750000
12.383852,1.911704,40.800213,83.375015,24.760000
11.313880,0.436217,39.862260,81.639700,24.770000
10.217746,-0.783368,38.793461,79.415936,24.780000
9.121757,-1.760222,37.650155,76.839268,24.790000
8.047930,-2.517658,36.477403,74.028895,24.800000
7.013671,-3.084506,35.308847,71.083811,24.810000
6.031871,-3.491446,34.167810,68.082324,24.820000
5.111292,-3.768408,33.069051,65.083669,24.830000
4.257122,-3.942951,32.020690,62.130681,24.840000
3.471584,-4.039413,31.026032,59.252770,24.850000
2.754541,-4.078621,30.085103,56.468772,24.860000
2.104057,-4.077956,29.195884,53.789451,24.870000
1.516879,-4.051635,28.355214,51.219581,24.880000
0.988853,-4.011087,27.559437,48.759607,24.890000
0.515248,-3.965362,26.804828,46.406941,24.900000
0.091021,-3.921528,26.087858,44.156946,24.910000
-0.288981,-3.885031,25.405342,42.003677,24.920000
-0.629875,-3.860019,24.754509,39.940416,24.930000
-0.936633,-3.849611,24.133020,37.960066,24.940000
-1.214013,-3.856129,23.538957,36.055428,24.950000
-1.466507,-3.881294,22.970791,34.219380,24.960000
-1.698322,-3.926375,22.427353,32.445003,24.970000
-1.913370,-3.992325,21.907799,30.725651,24.980000
-2.115270,-4.079880,21.411575,29.054980,24.990000
-2.307358,-4.189639,20.938397,27.426960,25.000000
-2.492707,-4.322130,20.488229,25.835859,25.010000
-2.674146,-4.477858,20.061275,24.276213,25.020000
-2.854283,-4.657336,19.657968,22.742787,25.030000
-3.035528,-4.861112,19.278980,21.230531,25.040000
-3.220117,-5.089778,18.925222,19.734522,25.050000
-3.410130,-5.343975,18.597862,18.249908,25.060000
-3.607513,-5.624382,18.298337,16.771843,25.070000
-3.814093,-5.931701,18.028380,15.295421,25.080000
-4.031590,-6.266630,17.790045,13.815598,25.090000
-4.261625,-6.629821,17.585728,12.327121,25.100000
-4.505721,-7.021831,17.418206,10.824439,25.110000
-4.765304,-7.443053,17.290655,9.301611,25.120000
-5.041689,-7.893635,17.206682,7.752217,25.130000
-5.336065,-8.373376,17.170337,6.169252,25.140000
-5.649467,-8.881609,17.186125,4.545029,25.150000
-5.982739,-9.417052,17.258991,2.871079,25.160000
-6.336486,-9.977647,17.394287,1.138064,25.170000
-6.711016,-10.560369,17.597703,-0.664280,25.180000
-7.106265,-11.161024,17.875153,-2.547167,25.190000
-7.521708,-11.774032,18.232602,-4.522709,25.200000
-7.956266,-12.392213,18.675830,-6.603772,25.210000
-8.408193,-13.006591,19.210107,-8.803688,25.220000
-8.874961,-13.606249,19.839777,-11.135783,25.230000
-9.353149,-14.178252,20.567761,-13.612681,25.240000
-9.838331,-14.707700,21.394953,-16.245322,25.250000
-10.324999,-15.177941,22.319571,-19.041699,25.260000
-10.806516,-15.570992,23.336480,-22.005306,25.270000
-11.275127,-15.868209,24.436557,-25.133364,25.280000
-11.722044,-16.051226,25.606194,-28.414974,25.290000
-12.137630,-16.103128,26.827037,-31.829408,25.300000
-12.511679,-16.009821,28.076078,-35.344831,25.310000
-12.833811,-15.761468,29.326188,-38.917793,25.320000
-13.093957,-15.353835,30.547148,-42.493821,25.330000
-13.282920,-14.789346,31.707166,-46.009317,25.340000
-13.392956,-14.077655,32.774774,-49.394809,25.350000
-13.418328,-13.235579,33.720927,-52.579344,25.360000
-13.355761,-12.286319,34.521037,-55.495534,25.370000
-13.204753,-11.258012,35.156687,-58.084623,25.380000
-12.967687,-10.181772,35.616781,-60.300824,25.390000
-12.649738,-9.089471,35.897967,-62.114337,25.400000
-12.258564,-8.011554,36.004327,-63.512655,25.410000
-11.803849,-6.975150,35.946392,-64.500107,25.420000
-11.296715,-6.002693,35.739711,-65.095880,25.430000
-10.749102,-5.111135,35.403168,-65.330982,25.440000
-10.173149,-4.311759,34.957313,-65.244677,25.450000
-9.580653,-3.610487,34.422870,-64.880919,25.460000
-8.982618,-3.008564,33.819555,-64.285153,25.470000
-8.388928,-2.503433,33.165255,-63.501746,25.480000
-7.808137,-2.089701,32.475544,-62.572109,25.490000
-7.247376,-1.760054,31.763502,-61.533506,25.500000
-6.712337,-1.506070,31.039756,-60.418450,25.510000
-6.207346,-1.318884,30.312674,-59.254543,25.520000
-5.735472,-1.189703,29.588649,-58.064652,25.530000
-5.298676,-1.110173,28.872418,-56.867286,25.540000
-4.897966,-1.072619,28.167374,-55.677087,25.550000
-4.533565,-1.070184,27.475864,-54.505367,25.560000
-4.205063,-1.096896,26.799436,-53.360642,25.570000
-3.911565,-1.147664,26.139053,-52.249126,25.580000
-3.651818,-1.218251,25.495264,-51.175187,25.590000
-3.424322,-1.305213,24.868335,-50.141738,25.600000
-3.227431,-1.405828,24.258348,-49.150571,25.610000
-3.059425,-1.518022,23.665281,-48.202639,25.620000
-2.918580,-1.640288,23.089055,-47.298286,25.630000
-2.803219,-1.771615,22.529581,-46.437438,25.640000
-2.711746,-1.911422,21.986781,-45.619750,25.650000
-2.642683,-2.059497,21.460611,-44.844725,25.660000
-2.594686,-2.215945,20.951078,-44.111806,25.670000
-2.566564,-2.381139,20.458247,-43.420451,25.680000
-2.557285,-2.555687,19.982257,-42.770185,25.690000
-2.565984,-2.740398,19.523327,-42.160643,25.700000
-2.591964,-2.936253,19.081770,-41.591604,25.710000
-2.634694,-3.144389,18.658005,-41.063016,25.720000
-2.693809,-3.366076,18.252568,-40.575018,25.730000
-2.769106,-3.602704,17.866135,-40.127959,25.740000
-2.860539,-3.855772,17.499538,-39.722422,25.750000
-2.968213,-4.126874,17.153788,-39.359236,25.760000
-3.092378,-4.417683,16.830101,-39.039510,25.770000
-3.233426,-4.729941,16.529933,-38.764654,25.780000
-3.391876,-5.065438,16.255007,-38.536418,25.790000
-3.568372,-5.425989,16.007360,-38.356932,25.800000
-3.763668,-5.813400,15.789380,-38.228764,25.810000
-3.978617,-6.229428,15.603856,-38.154976,25.820000
-4.214153,-6.675729,15.454025,-38.139212,25.830000
-4.471272,-7.153783,15.343628,-38.185782,25.840000
-4.751001,-7.664806,15.276956,-38.299776,25.850000
-5.054372,-8.209633,15.258901,-38.487188,25.860000
-5.382370,-8.788579,15.294991,-38.755063,25.870000
-5.735888,-9.401258,15.391409,-39.111641,25.880000
-6.115652,-10.046376,15.554992,-39.566524,25.890000
-6.522143,-10.721478,15.793188,-40.130820,25.900000
-6.955495,-11.422666,16.113953,-40.817265,25.910000
-7.415375,-12.144277,16.525582,-41.640271,25.920000
-7.900846,-12.878552,17.036443,-42.615879,25.930000
-8.410205,-13.615299,17.654584,-43.761530,25.940000
-8.940811,-14.341601,18.387212,-45.095590,25.950000
-9.488905,-15.041601,19.240001,-46.636547,25.960000
-10.049432,-15.696447,20.216256,-48.401761,25.970000
-10.615883,-16.284450,21.315926,-50.405731,25.980000
-11.180186,-16.781569,22.534546,-52.657816,25.990000
